blast_perc_identity	NFamily	Ngenus	Nspecies	in library?	5011-BC-2016SLpm-MSITS3	5987-1-PC-2015-MSITS3	5987-7-May-13-MSITS3	5987-DH-2015-MSITS3	5987-Delano-2018-MSITS3	5987-HC-2015-MSITS3	5987-MC-2013-MSITS3	5987-QC-2015-MSITS3	5987-WC-2015-MSITS3	BYU	paul_comb
95.513	verrucariaceae	endocarpon	deserticolaAFF	yes	41	0	0	0	0	0	0	0	0	0	0
95.513	verrucariaceae	endocarpon	deserticolaAFF9	yes	44	0	0	0	0	0	0	0	0	0	0
95.541	verrucariaceae	endocarpon	pusillumAFF4	yes	1156	0	0	0	0	0	0	0	0	0	0
96.154	verrucariaceae	endocarpon	pusillumCF	yes	0	0	0	0	16	0	0	0	0	0	0
	verrucariaceae	heteroplacidium	congestum	yes	141	0	0	0	0	0	0	0	0	0	0
	verrucariaceae	heteroplacidium	fusculumAFF	yes	0	0	105	0	0	0	0	0	0	0	29
90.506	verrucariaceae	heteroplacidium	fusculumAFF	yes	0	0	0	0	0	0	0	0	0	0	18
96.203	verrucariaceae	heteroplacidium	fusculumAFF	yes	0	0	105	0	0	0	0	0	0	0	11
96.835	verrucariaceae	heteroplacidium	fusculumAFF2	yes	121	0	0	0	0	0	0	0	0	0	0
	verrucariaceae	heteroplacidium	spcluster348	no	0	0	0	0	0	0	0	0	0	0	117
84	verrucariaceae	heteroplacidium	UPSAND2	yes	38	0	0	0	0	0	0	0	0	0	0
	verrucariaceae	heteroplacidium	zamenhofianumAFF9	no	30	0	0	0	0	0	0	0	0	0	0
	verrucariaceae	heteroplacidiumSL	cluster579	no	46	0	0	0	0	0	0	0	0	0	0
	verrucariaceae	placidium	acarosporoides	yes	277	0	0	0	0	0	0	0	0	0	0
89.051	verrucariaceae	placidium	cluster552	no	0	0	0	0	0	0	0	43	0	0	0
	verrucariaceae	placidium	micheliiAFF	yes	16	0	0	0	0	0	0	0	0	0	0
98.347	verrucariaceae	placidium	pilosellum	yes	37	0	0	0	0	0	0	10	0	0	0
96.124	verrucariaceae	placidium	squamulosumAFF	yes	102	0	0	0	0	0	0	208	0	0	0
93.233	verrucariaceae	placidium	squamulosumAFF1	yes	0	0	0	0	0	0	0	75	0	0	0
99.367	verrucariaceae	placocarpus	cluster529	no	20	0	0	0	12	0	9	0	0	0	9
	verrucariaceae	placopyrenium	stanfordii	yes	535	1	67	569	0	0	1	29	0	0	32
91.026	verrucariaceae	placopyrenium	stanfordii	yes	535	0	58	220	0	0	1	29	0	0	32
84.746	verrucariaceae	placopyrenium	stanfordii	yes	0	1	9	349	0	0	0	0	0	0	0
100	verrucariaceae	staurothele	frustulentata	yes	125	0	3	0	51	316	0	0	0	11	9
	verrucariaceae	staurothele	pulvinataAFF	yes	30	0	0	15	0	0	0	0	0	0	0
98.16	verrucariaceae	staurothele	pulvinataAFF	yes	0	0	0	15	0	0	0	0	0	0	0
97.516	verrucariaceae	staurothele	pulvinataAFF	yes	30	0	0	0	0	0	0	0	0	0	0
98.137	verrucariaceae	staurothele	pulvinataAFF2	yes	198	0	20	1	0	485	0	0	0	0	270
98.758	verrucariaceae	staurothele	pulvinataAFF3	yes	294	0	7	90	0	1	0	0	0	0	0
	verrucariaceae	staurothele	spQ	yes	139	0	0	3	0	0	0	75	0	0	0
92.258	verrucariaceae	staurothele	spQ	yes	0	0	0	0	0	0	0	75	0	0	0
92.025	verrucariaceae	staurothele	spQ	yes	139	0	0	3	0	0	0	0	0	0	0
	verrucariaceae	verrucaria	bernardinensisAFF	yes	258	0	0	1	0	0	0	0	0	0	0
	verrucariaceae	verrucaria	cluster46	no	78	20	0	20	0	0	0	94	0	2240	0
93.007	verrucariaceae	verrucaria	cluster46	no	39	20	0	20	0	0	0	19	0	1945	0
93.706	verrucariaceae	verrucaria	cluster46	no	39	0	0	0	0	0	0	0	0	207	0
93.75	verrucariaceae	verrucaria	cluster46	no	0	0	0	0	0	0	0	74	0	60	0
92.361	verrucariaceae	verrucaria	cluster46	no	0	0	0	0	0	0	0	1	0	14	0
94.406	verrucariaceae	verrucaria	cluster46	no	0	0	0	0	0	0	0	0	0	14	0
90.323	verrucariaceae	verrucaria	cluster74	no	0	0	0	0	0	0	0	763	0	0	1
98.065	verrucariaceae	verrucaria	cluster924	no	0	0	0	0	0	0	0	0	0	23	0
98.701	verrucariaceae	verrucaria	nigrescensAFF	yes	0	0	0	0	0	0	0	338	0	0	0
	verrucariaceae	verrucaria	viridula	yes	0	0	0	0	0	0	0	131	0	0	0
100	verrucariaceae	verrucaria	viridula	yes	0	0	0	0	0	0	0	106	0	0	0
92.949	verrucariaceae	verrucaria	viridula	yes	0	0	0	0	0	0	0	25	0	0	0
97.872	verrucariaceae	verrucaria 	muralis 	yes	0	326	0	0	0	0	0	2	0	84	0
84.247	verrucariaceae	verrucariaceae	unkn11	yes	0	0	0	0	0	0	0	0	0	0	23
83.673	verrucariaceae	verrucariaceae	unkn2	yes	0	0	0	0	15	0	0	0	0	0	0
	verrucariaceae	verrucariaceae	unkn3	yes	0	0	0	0	36	0	0	0	0	0	0
96.25	verrucariaceae	verrucariaceae	unkn3	yes	0	0	0	0	22	0	0	0	0	0	0
96.25	verrucariaceae	verrucariaceae	unkn3	yes	0	0	0	0	14	0	0	0	0	0	0
	verrucariaceae	verrucariaSL	cluster429	no	76	0	0	1	0	0	0	0	0	0	0
	verrucariaceae	verrucariaSL	cluster628	no	69	0	0	0	0	0	0	0	0	0	0
	verrucariaceae	verrucariaSL	cluster928	no	0	0	0	0	0	0	0	0	0	28	0
99.359	verrucariaceae	verrucula	pusillaria	yes	52	0	0	0	0	0	0	0	0	0	1
97.386	verrucariaceae	verruculosis	cluster1017	no	0	0	0	0	0	15	0	0	0	0	0
92.258	verrucariaceae	verruculosis	cluster263	no	0	0	0	0	0	0	0	0	0	237	3
99.346	verrucariaceae	verruculosis	poeltiana	yes	1	0	0	0	0	2	0	0	0	23	0
