blast_perc_identity	NFamily	Ngenus	Nspecies	in library?	5011-BC-2016SLpm-MSITS3	5987-1-PC-2015-MSITS3	5987-7-May-13-MSITS3	5987-DH-2015-MSITS3	5987-Delano-2018-MSITS3	5987-HC-2015-MSITS3	5987-MC-2013-MSITS3	5987-QC-2015-MSITS3	5987-WC-2015-MSITS3	BYU	paul_comb
100	acarosporaceae	acarospora	americana	yes	159	0	0	0	0	0	0	0	0	0	0
92	acarosporaceae	acarospora	boulderensis	yes	0	0	0	0	0	0	0	0	0	0	21
97.368	acarosporaceae	acarospora	cluster104	no	113	0	0	0	665	0	0	0	0	0	171
92.908	acarosporaceae	acarospora	cluster1166	no	0	0	12	0	2	0	0	0	7	0	0
95.455	acarosporaceae	acarospora	cluster1286	no	14	0	0	0	0	0	0	0	0	0	0
90.714	acarosporaceae	acarospora	cluster137	no	290	0	0	0	0	0	0	0	0	0	0
95.425	acarosporaceae	acarospora	cluster353	no	0	0	3	0	0	0	35	0	1	56	0
91.954	acarosporaceae	acarospora	cluster419	no	0	0	0	0	63	0	0	0	0	0	0
93.506	acarosporaceae	acarospora	cluster486	no	0	0	30	0	28	1	3	0	37	0	5
94.771	acarosporaceae	acarospora	cluster514	no	0	0	0	0	0	0	0	0	0	71	0
98.675	acarosporaceae	acarospora	cluster581	no	0	0	0	0	16	0	26	0	4	0	1
89.474	acarosporaceae	acarospora	cluster8	no	0	2282	0	0	0	0	0	0	0	0	0
95.425	acarosporaceae	acarospora	cluster811	no	0	0	0	0	0	26	0	0	0	0	0
90.26	acarosporaceae	acarospora	cluster843	no	21	0	0	0	0	0	0	0	0	0	0
92.857	acarosporaceae	acarospora	cluster846	no	0	0	0	22	0	0	0	0	0	0	0
95.541	acarosporaceae	acarospora	cluster908	no	0	0	24	0	0	0	0	0	0	0	0
94.737	acarosporaceae	acarospora	cluster923	no	0	0	0	0	0	0	0	19	0	0	0
100	acarosporaceae	acarospora	effigurataNOMPROV	yes	17	0	0	0	0	0	0	0	0	0	0
96.855	acarosporaceae	acarospora	elevata1	yes	0	44	0	0	0	1	0	0	0	0	0
97.484	acarosporaceae	acarospora	elevata2	yes	0	0	0	1	0	559	0	0	0	11	0
	acarosporaceae	acarospora	erratica	yes	0	0	0	0	0	0	0	0	0	585	0
97.26	acarosporaceae	acarospora	erratica	yes	0	0	0	0	0	0	0	0	0	552	0
97.386	acarosporaceae	acarospora	erratica	yes	0	0	0	0	0	0	0	0	0	18	0
94.771	acarosporaceae	acarospora	erratica	yes	0	0	0	0	0	0	0	0	0	15	0
	acarosporaceae	acarospora	erraticaAFF	yes	52	3	17	0	35	0	1	0	0	833	54
96.774	acarosporaceae	acarospora	erraticaAFF	yes	34	0	17	0	0	0	1	0	0	681	54
multi-identity	acarosporaceae	acarospora	erraticaAFF	yes	0	3	0	0	11	0	0	0	0	115	0
95.425	acarosporaceae	acarospora	erraticaAFF	yes	18	0	0	0	0	0	0	0	0	37	0
	acarosporaceae	acarospora	erraticaAFF	yes	0	0	0	0	24	0	0	0	0	0	0
100	acarosporaceae	acarospora	moenium	yes	0	0	0	0	0	0	0	0	0	412	0
	acarosporaceae	acarospora	nitrophila	yes	140	0	0	105	0	18	0	36	0	0	315
95.425	acarosporaceae	acarospora	nitrophila	yes	0	0	0	0	0	0	0	0	0	0	188
95.425	acarosporaceae	acarospora	nitrophila	yes	0	0	0	0	0	0	0	0	0	0	57
93.377	acarosporaceae	acarospora	nitrophila	yes	0	0	0	0	0	0	0	0	0	0	38
94.771	acarosporaceae	acarospora	nitrophila	yes	0	0	0	21	0	0	0	0	0	0	25
93.506	acarosporaceae	acarospora	nitrophila	yes	50	0	0	77	0	0	0	0	0	0	7
100	acarosporaceae	acarospora	nitrophila	yes	0	0	0	0	0	0	0	36	0	0	0
99.346	acarosporaceae	acarospora	nitrophila	yes	0	0	0	7	0	18	0	0	0	0	0
multi-identity	acarosporaceae	acarospora	nitrophila	yes	76	0	0	0	0	0	0	0	0	0	0
93.464	acarosporaceae	acarospora	nitrophila	yes	14	0	0	0	0	0	0	0	0	0	0
	acarosporaceae	acarospora	rosulata	yes	273	0	537	2	458	0	430	0	1	0	846
99.351	acarosporaceae	acarospora	rosulata	yes	61	0	157	1	0	0	16	0	0	0	304
93.59	acarosporaceae	acarospora	rosulata	yes	0	0	0	1	183	0	0	0	0	0	141
96.104	acarosporaceae	acarospora	rosulata	yes	0	0	124	0	0	0	26	0	1	0	108
97.403	acarosporaceae	acarospora	rosulata	yes	82	0	0	0	0	0	23	0	0	0	79
96.753	acarosporaceae	acarospora	rosulata	yes	130	0	141	0	14	0	96	0	0	0	64
97.403	acarosporaceae	acarospora	rosulata	yes	0	0	62	0	3	0	68	0	0	0	49
94.156	acarosporaceae	acarospora	rosulata	yes	0	0	0	0	0	0	0	0	0	0	49
92.903	acarosporaceae	acarospora	rosulata	yes	0	0	4	0	0	0	51	0	0	0	40
93.59	acarosporaceae	acarospora	rosulata	yes	0	0	16	0	0	0	0	0	0	0	12
97.403	acarosporaceae	acarospora	rosulata	yes	0	0	0	0	131	0	0	0	0	0	0
94.156	acarosporaceae	acarospora	rosulata	yes	0	0	0	0	102	0	0	0	0	0	0
94.194	acarosporaceae	acarospora	rosulata	yes	0	0	0	0	25	0	0	0	0	0	0
95.105	acarosporaceae	acarospora	rosulata	yes	0	0	0	0	0	0	150	0	0	0	0
95.455	acarosporaceae	acarospora	rosulata	yes	0	0	33	0	0	0	0	0	0	0	0
96.815	acarosporaceae	acarospora	schleicheri	yes	0	0	0	0	0	0	0	452	0	0	0
	acarosporaceae	acarospora	soBY	yes	0	268	2	0	0	0	5	0	0	0	0
96.053	acarosporaceae	acarospora	soBY	yes	0	52	2	0	0	0	5	0	0	0	0
92.105	acarosporaceae	acarospora	soBY	yes	0	216	0	0	0	0	0	0	0	0	0
	acarosporaceae	acarospora	socialisAFF	yes	0	0	32	0	0	0	0	0	18	0	211
93.548	acarosporaceae	acarospora	socialisAFF	yes	0	0	5	0	0	0	0	0	18	0	211
92.857	acarosporaceae	acarospora	socialisAFF	yes	0	0	27	0	0	0	0	0	0	0	0
97.403	acarosporaceae	acarospora	sp	yes	0	0	0	30	0	0	0	0	0	0	0
96.774	acarosporaceae	acarospora	sp	yes	22	0	0	0	0	0	0	0	0	0	0
	acarosporaceae	acarospora	sp	yes	22	0	0	30	0	0	0	0			
	acarosporaceae	acarospora	sp3M	yes	0	5	0	0	0	251	0	44	0	0	0
96.732	acarosporaceae	acarospora	sp3M	yes	0	0	0	0	0	0	0	41	0	0	0
97.386	acarosporaceae	acarospora	sp3M	yes	0	5	0	0	0	251	0	3	0	0	0
	acarosporaceae	acarospora	spC1	yes	1	0	84	0	80	0	0	0	0	0	678
90.85	acarosporaceae	acarospora	spC1	yes	0	0	3	0	0	0	0	0	0	0	419
90.196	acarosporaceae	acarospora	spC1	yes	0	0	0	0	0	0	0	0	0	0	193
92.105	acarosporaceae	acarospora	spC1	yes	0	0	0	0	0	0	0	0	0	0	52
93.464	acarosporaceae	acarospora	spC1	yes	1	0	0	0	0	0	0	0	0	0	14
multi-identity	acarosporaceae	acarospora	spC1	yes	0	0	0	0	80	0	0	0	0	0	0
91.503	acarosporaceae	acarospora	spC1	yes	0	0	81	0	0	0	0	0	0	0	0
97.26	acarosporaceae	acarospora	spH6	yes	0	0	0	0	0	0	0	135	0	0	0
	acarosporaceae	acarospora	spPIERCE	yes	0	6	171	303	64	0	26	0	0	0	1
93.506	acarosporaceae	acarospora	spPIERCE	yes	0	0	0	0	0	0	16	0	0	0	1
93.506	acarosporaceae	acarospora	spPIERCE	yes	0	0	0	0	64	0	0	0	0	0	0
93.506	acarosporaceae	acarospora	spPIERCE	yes	0	0	85	119	0	0	8	0	0	0	0
	acarosporaceae	acarospora	spPIERCE	yes	0	0	14	0	0	0	2	0	0	0	0
90.196	acarosporaceae	acarospora	spPIERCE	yes	0	0	0	112	0	0	0	0	0	0	0
90.26	acarosporaceae	acarospora	spPIERCE	yes	0	0	0	60	0	0	0	0	0	0	0
94.805	acarosporaceae	acarospora	spPIERCE	yes	0	6	0	12	0	0	0	0	0	0	0
90.728	acarosporaceae	acarospora	spPIERCE	yes	0	0	72	0	0	0	0	0	0	0	0
99.351	acarosporaceae	acarospora	strigata1	yes	9	1021	0	0	0	0	0	0	0	139	0
	acarosporaceae	acarospora	strigata2	yes	229	0	0	0	0	0	3	0	0	2416	0
100	acarosporaceae	acarospora	strigata2	yes	226	0	0	0	0	0	3	0	0	2393	0
97.403	acarosporaceae	acarospora	strigata2	yes	3	0	0	0	0	0	0	0	0	23	0
	acarosporaceae	acarospora	strigata3	yes	267	1	0	0	0	0	0	0	0	40	0
95.455	acarosporaceae	acarospora	strigata3	yes	0	0	0	0	0	0	0	0	0	31	0
98.701	acarosporaceae	acarospora	strigata3	yes	267	1	0	0	0	0	0	0	0	9	0
96.774	acarosporaceae	acarospora	strigata4	yes	249	0	0	0	0	0	0	0	0	0	0
	acarosporaceae	acarospora	strigata6	yes	0	0	0	0	0	0	0	0	0	282	0
97.403	acarosporaceae	acarospora	strigata6	yes	0	0	0	0	0	0	0	0	0	266	0
96.753	acarosporaceae	acarospora	strigata6	yes	0	0	0	0	0	0	0	0	0	16	0
95.455	acarosporaceae	acarospora	strigata7	yes	359	0	0	0	0	0	0	0	0	0	0
98.667	acarosporaceae	acarospora	thamnina	yes	0	20	21	143	0	0	213	0	172	0	0
	acarosporaceae	acarospora	tintickiana	yes	199	0	0	0	0	0	0	0	0	0	0
98.71	acarosporaceae	acarospora	tintickiana	yes	138	0	0	0	0	0	0	0	0	0	0
98.065	acarosporaceae	acarospora	tintickiana	yes	61	0	0	0	0	0	0	0	0	0	0
98.693	acarosporaceae	pleopsidium	flavum	yes	0	0	0	0	196	0	18	0	0	0	230
	acarosporaceae	pleopsidium	flavumCF	no	0	42	0	225	0	0	0	0	0	0	0
94.839	acarosporaceae	pleopsidium	flavumCF	no	0	42	0	114	0	0	0	0	0	0	0
96.078	acarosporaceae	pleopsidium	flavumCF	no	0	0	0	111	0	0	0	0	0	0	0
92.958	acarosporaceae	polysporina	cluster101	no	311	0	117	0	0	0	14	0	0	0	67
89.041	acarosporaceae	polysporina	cluster1034	no	0	15	0	0	0	0	0	0	0	0	0
91.558	acarosporaceae	polysporina	cluster181	no	0	0	0	227	0	0	0	0	0	0	0
92.258	acarosporaceae	polysporina	cluster386	no	0	0	0	0	0	0	0	0	0	0	79
90.26	acarosporaceae	polysporina	cluster96	no	0	0	0	478	0	0	0	0	0	0	0
96.667	acarosporaceae	polysporina	cluster980	no	0	0	0	0	22	0	0	0	0	0	0
	acarosporaceae	polysporina	erraticaAFF	yes	0	0	0	0	107	0	0	0	0	0	0
	acarosporaceae	polysporina	fuscata	yes	279	0	11	0	0	0	30	0	0	0	50
100	acarosporaceae	polysporina	fuscata	yes	279	0	0	0	0	0	0	0	0	0	50
98.026	acarosporaceae	polysporina	fuscata	yes	0	0	11	0	0	0	30	0	0	0	0
	acarosporaceae	polysporina	leavittii1	yes	0	69	0	820	0	0	0	2	0	0	0
92.903	acarosporaceae	polysporina	leavittii1	yes	0	0	0	646	0	0	0	2	0	0	0
98.052	acarosporaceae	polysporina	leavittii1	yes	0	69	0	158	0	0	0	0	0	0	0
95.455	acarosporaceae	polysporina	leavittii1	yes	0	0	0	16	0	0	0	0	0	0	0
95.484	acarosporaceae	polysporina	leavittii2	yes	0	386	0	0	0	0	0	0	0	0	0
99.346	acarosporaceae	polysporina	sp14	yes	65	26	0	69	0	30	0	0	0	679	0
	acarosporaceae	polysporina	spJH2	yes	0	187	0	0	0	0	0	0	0	0	0
96.753	acarosporaceae	polysporina	spUSCNRA	yes	0	0	87	0	0	0	0	0	0	0	1
	acarosporaceae	sarcogyne	CFerratica	yes	0	0	0	0	0	0	0	0	0	38	0
95.395	acarosporaceae	sarcogyne	CFerratica	yes	0	0	0	0	0	0	0	0	0	23	0
97.368	acarosporaceae	sarcogyne	CFerratica	yes	0	0	0	0	0	0	0	0	0	15	0
97.403	acarosporaceae	sarcogyne	cluster175	no	254	0	0	0	0	0	0	0	0	0	0
	acarosporaceae	sarcogyne	cluster412	no	0	0	0	73	0	0	0	0	0	0	0
	acarosporaceae	sarcogyne	regularisCF	yes	75	0	0	0	0	0	0	0	0	0	0
92.667	acarosporaceae	sarcogyne	similisAFF	yes	11	0	0	0	0	0	0	0	0	261	0
97.452	acarosporaceae	sarcogyne	sp14	yes	35	0	0	0	0	0	0	0	0	0	0
98.684	acarosporaceae	sarcogyne	wheeleri	yes	0	0	0	0	0	0	0	0	0	166	0
96.129	caliciaceae	amandineaAFF	punctataAFF2	yes	0	0	1	0	9	0	0	0	5	0	0
	caliciaceae	buelliaSL	cluster117	no	0	292	0	0	0	0	164	0	2	0	0
	caliciaceae	buelliaSL	cluster177	no	0	292	0	227	0	0	164	0	2	0	0
86.875	caliciaceae	buelliaSL	cluster177	no	0	0	0	227	0	0	0	0	0	0	0
	caliciaceae	buelliaSL	cluster282	no	27	24	49	0	0	0	45	36	12	0	0
	caliciaceae	buelliaSL	cluster282	no	27	0	49	0	0	0	45	0	12	0	0
	caliciaceae	buelliaSL	cluster282	no	0	24	0	0	0	0	0	36	0	0	0
91.613	caliciaceae	buelliaSL	cluster293	no	0	0	0	123	0	0	0	0	0	0	0
86.957	caliciaceae	buelliaSL	cluster655	no	0	43	0	0	0	0	0	0	0	0	0
	caliciaceae	buelliaSL	cluster704	no	0	0	0	8	0	0	21	0	0	0	0
91.367	caliciaceae	buelliaSL	cluster774	no	0	0	0	0	0	0	25	0	0	0	0
95.625	caliciaceae	dimelaena	oreina1	yes	0	223	0	113	0	0	0	0	0	0	0
94.969	caliciaceae	dimelaena	oreina2	no	0	0	0	0	0	0	0	0	0	0	53
95.597	caliciaceae	tetramelas	chloroleucus	yes	0	0	0	0	0	0	0	0	107	0	0
92.405	caliciaceae	tetramelas	cluster688	no	0	31	0	0	0	0	0	0	0	0	0
97.468	caliciaceae	tetramelas	spLASAL	yes	0	0	13	66	0	0	31	0	0	0	12
96.835	caliciaceae	tetramelas	triseptata	yes	0	0	0	0	0	0	19	0	0	0	0
	caliciaceaeSL	buelliaSL	cluster440	no	0	0	0	0	0	0	0	64	0	0	0
100	candelariaceae	candelariella	aggregata1	yes	0	4	0	0	587	0	0	14	1	0	0
95.364	candelariaceae	candelariella	aggregata2	yes	0	0	3	0	27	0	0	0	0	0	0
96.689	candelariaceae	candelariella	aggregata223	no	85	58	296	0	0	0	96	51	0	2	0
97.351	candelariaceae	candelariella	aggregata500	no	0	0	55	0	0	0	0	0	0	0	0
99.338	candelariaceae	candelariella	antennariaK	yes	3	0	2	1	0	0	0	0	0	13	6
98.013	candelariaceae	candelariella	aurella	yes	0	0	0	0	45	0	0	0	0	0	0
98.013	candelariaceae	candelariella	aurella2	yes	68	53	1	0	1	7	0	22	0	1819	1
	candelariaceae	candelariella	aurella269	no	10	0	7	0	0	0	0	0	0	285	0
95.364	candelariaceae	candelariella	aurella269	no	1	0	3	0	0	0	0	0	0	144	0
93.333	candelariaceae	candelariella	aurella269	no	9	0	4	0	0	0	0	0	0	141	0
96.026	candelariaceae	candelariella	aurella422	no	61	2	0	0	2	0	0	1	0	0	0
95.27	candelariaceae	candelariella	blastidiataGROUP1	no	22	0	0	0	0	0	0	0	0	8	12
100	candelariaceae	candelariella	blastidiataGROUP2	no	0	2	0	1	0	3	0	18	0	11	0
	candelariaceae	candelariella	cluster1103	no	1	0	18	0	23	0	5	0	0	0	0
94.737	candelariaceae	candelariella	cluster1103	no	1	0	18	0	12	0	2	0	0	0	0
95.395	candelariaceae	candelariella	cluster1103	no	0	0	0	0	11	0	3	0	0	0	0
94	candelariaceae	candelariella	cluster1293	no	0	14	0	0	0	0	0	0	0	0	0
97.368	candelariaceae	candelariella	cluster1618	no	0	0	14	0	0	0	0	0	0	0	0
94.702	candelariaceae	candelariella	cluster1991	no	1	0	16	0	0	0	2	0	0	0	0
94.079	candelariaceae	candelariella	cluster248	no	0	0	0	0	0	0	0	165	0	0	0
96.026	candelariaceae	candelariella	cluster768	no	0	0	0	27	0	0	0	0	0	0	0
99.338	candelariaceae	candelariella	cluster795	no	6	13	0	0	0	0	5	5	0	0	0
95.425	candelariaceae	candelariella	cluster871	no	0	0	0	0	20	0	0	0	0	0	0
96.667	candelariaceae	candelariella	cluster920	no	0	6	0	0	0	0	0	13	0	0	0
90.667	candelariaceae	candelariella	deppeanae	yes	0	0	11	0	0	0	6	0	0	0	0
	candelariaceae	candelariella	glencanyon397	yes	512	0	0	0	0	0	0	0	0	0	36
	candelariaceae	candelariella	glencanyon397	yes	303	0	0	0	0	0	0	0	0	0	36
	candelariaceae	candelariella	glencanyon397	yes	139	0	0	0	0	0	0	0	0	0	0
87.919	candelariaceae	candelariella	glencanyon397	yes	70	0	0	0	0	0	0	0	0	0	0
multi-identity	candelariaceae	candelariella	pacifica	yes	0	9	0	0	0	0	0	1	17	0	0
	candelariaceae	candelariella	rosulans1	yes	481	276	569	125	406	223	159	3	109	0	226
96.026	candelariaceae	candelariella	rosulans1	yes	411	194	567	125	406	223	159	3	109	0	119
95.364	candelariaceae	candelariella	rosulans1	yes	70	0	2	0	0	0	0	0	0	0	107
96.026	candelariaceae	candelariella	rosulans1	yes	0	26	0	0	0	0	0	0	0	0	0
94.595	candelariaceae	candelariella	rosulans1	yes	0	56	0	0	0	0	0	0	0	0	0
98.675	candelariaceae	candelariella	rosulans2	yes	7	2	10	7	270	168	278	1	6	0	85
	candelariaceae	candelariella	rosulans3	yes	9	329	0	805	10	66	73	4	13	0	1814
97.931	candelariaceae	candelariella	rosulans3	yes	9	35	0	25	6	5	0	4	12	0	1132
96.711	candelariaceae	candelariella	rosulans3	yes	0	1	0	0	4	0	5	0	0	0	682
96.689	candelariaceae	candelariella	rosulans3	yes	0	3	0	780	0	0	0	0	1	0	0
97.973	candelariaceae	candelariella	rosulans3	yes	0	0	0	0	0	0	68	0	0	0	0
96.689	candelariaceae	candelariella	rosulans3	yes	0	0	0	0	0	46	0	0	0	0	0
97.351	candelariaceae	candelariella	rosulans3	yes	0	0	0	0	0	15	0	0	0	0	0
99.338	candelariaceae	candelariella	rosulans3	yes	0	290	0	0	0	0	0	0	0	0	0
	candelariaceae	candelariella	rosulans4	yes	1	51	25	0	0	26	16	0	0	0	0
96.689	candelariaceae	candelariella	rosulans4	yes	1	51	25	0	0	3	16	0	0	0	0
96.689	candelariaceae	candelariella	rosulans4	yes	0	0	0	0	0	23	0	0	0	0	0
	candelariaceae	candelariella	sp1AGG	yes	0	0	0	0	66	0	0	0	0	0	5
95.395	candelariaceae	candelariella	sp1AGG	yes	0	0	0	0	49	0	0	0	0	0	5
	candelariaceae	candelariella	sp1AGG	yes	0	0	0	0	17	0	0	0	0	0	0
100	candelariaceae	candelariella	vitellina1	yes	0	0	0	61	70	32	0	0	58	0	0
97.315	candelariaceae	candelariella	vitellina3	yes	0	0	0	0	0	0	0	0	49	0	0
95.973	candelariaceae	candelariella	vitellina6	yes	0	2	0	0	0	1	0	38	0	0	0
multi-identity	candelariaceae	candelariella	vitellina9	no	0	0	0	0	0	0	0	0	60	0	0
97.516	cladoniaceae	cladonia	cariosaAFF	yes	0	0	0	0	203	0	0	0	0	0	0
99.383	cladoniaceae	cladonia	cariosaAFF2	yes	0	0	0	0	188	0	0	0	0	0	0
98.225	cladoniaceae	cladonia	cluster146	no	0	0	0	0	300	0	0	0	0	0	0
98.235	cladoniaceae	cladonia	cluster698	no	0	0	0	0	41	0	0	0	0	0	0
100	cladoniaceae	cladonia	fimbriata3	yes	0	0	0	0	15	0	0	0	32	0	0
99.379	cladoniaceae	cladonia	pocillumAGG1	yes	0	1	0	0	25	0	0	0	39	0	0
99.459	graphidaceae	diploschistes	diacapsis	yes	0	0	0	0	0	0	0	142	0	0	0
96.622	lecanoraceae	chrysolecanora	polytropaAGG1	yes	0	0	0	73	0	0	0	0	0	0	0
97.973	lecanoraceae	chrysolecanora	polytropaAGG2	yes	0	0	0	0	24	0	0	0	0	0	0
	lecanoraceae	chrysolecanora	polytropaAGG33	yes	0	0	0	0	432	0	0	0	0	0	1
93.377	lecanoraceae	chrysolecanora	polytropaAGG33	yes	0	0	0	0	20	0	0	0	0	0	1
90.58	lecanoraceae	chrysolecanora	polytropaAGG33	yes	0	0	0	0	412	0	0	0	0	0	0
95	lecanoraceae	chrysolecanora	polytropaAGG4	yes	0	0	0	265	0	0	0	0	0	0	0
92.667	lecanoraceae	chrysolecanora	polytropaAGG44	yes	0	0	0	0	0	0	0	0	114	0	0
multi-identity	lecanoraceae	chrysolecanora	polytropaAGG5	yes	0	0	0	19	0	0	0	0	0	0	0
93.284	lecanoraceae	chrysolecanora	polytropaAGG55	yes	0	0	0	20	0	0	0	0	0	0	0
	lecanoraceae	chrysolecanora	polytropaAGG7	yes	0	0	0	0	134	0	0	0	0	0	0
95.27	lecanoraceae	chrysolecanora	polytropaAGG7	yes	0	0	0	0	103	0	0	0	0	0	0
99.324	lecanoraceae	chrysolecanora	polytropaAGG7	yes	0	0	0	0	31	0	0	0	0	0	0
	lecanoraceae	lecaCAVICOLA2	subcavicolaCFA2	yes	0	0	0	0	431	0	0	0	0	0	0
91.791	lecanoraceae	lecaCAVICOLA2	subcavicolaCFA2	yes	0	0	0	0	318	0	0	0	0	0	0
91.791	lecanoraceae	lecaCAVICOLA2	subcavicolaCFA2	yes	0	0	0	0	113	0	0	0	0	0	0
	lecanoraceae	lecaCAVICOLA2	subcavicolaCFARG1	yes	0	0	0	0	1403	0	0	0	0	0	0
	lecanoraceae	lecanora	rupicola	yes	0	0	0	0	445	0	0	0	0	0	0
95.395	lecanoraceae	lecanoraARGO	737f	yes	0	0	0	0	0	0	0	0	0	0	55
	lecanoraceae	lecanoraARGO	argopholis	yes	0	463	0	0	0	0	0	91	0	0	9
93.478	lecanoraceae	lecanoraARGO	argopholis	yes	0	0	0	0	0	0	0	91	0	0	9
91.912	lecanoraceae	lecanoraARGO	argopholis	yes	0	463	0	0	0	0	0	0	0	0	0
95.238	lecanoraceae	lecanoraCHLA	charoteraAFF	yes	0	0	0	286	0	0	0	0	0	0	0
	lecanoraceae	lecanoraCHLA	ganglaleoidiesAFFcenisa	yes	0	0	0	0	0	0	0	0	321	0	0
97.351	lecanoraceae	lecanoraCHLA	ganglaleoidiesAFFcenisa	yes	0	0	0	0	0	0	0	0	300	0	0
97.945	lecanoraceae	lecanoraCHLA	ganglaleoidiesAFFcenisa	yes	0	0	0	0	0	0	0	0	21	0	0
93.919	lecanoraceae	lecanoraFORMOSA	formosaAGG1	yes	0	0	0	0	157	0	0	0	0	0	0
99.338	lecanoraceae	lecanoraRUPI	rupicolaAGG1	yes	0	0	0	0	149	0	0	0	0	0	0
98.026	lecanoraceae	lecanoraRUPI	rupicolaAGG2	yes	0	0	0	0	0	0	0	0	64	0	0
93.377	lecanoraceae	lecanoraSALI	cluster681	no	1	27	0	0	0	0	0	2	0	0	0
93.96	lecanoraceae	lecanoraSALI	cluster758	no	2	0	17	0	0	2	8	0	1	0	0
	lecanoraceae	lecanoraSALI	USCRNA1	yes	0	32	0	0	0	0	0	0	0	0	0
	lecanoraceae	lecanoraSL	USCRNA2	yes	0	0	0	0	0	33	0	0	0	0	0
	lecanoraceae	lecidea	ANDERandersoniiGROUP4	yes	0	80	32	0	0	0	0	0	0	0	0
96.711	lecanoraceae	lecidea	ANDERandersoniiGROUP4	yes	0	0	32	0	0	0	0	0	0	0	0
96.053	lecanoraceae	lecidea	ANDERandersoniiGROUP4	yes	0	80	0	0	0	0	0	0	0	0	0
95.395	lecanoraceae	lecidea	ANDERandersoniiGROUP9	yes	0	0	0	0	0	0	0	0	81	0	0
98.675	lecanoraceae	lecidea	ANDERpolypicnidophora	yes	51	485	0	0	0	0	0	0	1	0	0
	lecanoraceae	lecidea	ATROatrobrunneaAGG2	yes	0	0	0	0	128	0	0	0	0	0	0
90.968	lecanoraceae	lecidea	ATROatrobrunneaAGG2	yes	0	0	0	0	104	0	0	0	0	0	0
91.613	lecanoraceae	lecidea	ATROatrobrunneaAGG2	yes	0	0	0	0	24	0	0	0	0	0	0
96.129	lecanoraceae	lecidea	ATROatrobrunneaAGG28	yes	0	0	0	0	183	0	1	0	0	0	0
96.129	lecanoraceae	lecidea	ATROatrobrunneaAGG9	yes	0	0	0	0	65	0	0	0	0	0	0
98.065	lecanoraceae	lecidea	ATRObrunneaAGG1	yes	0	0	0	0	22	0	0	0	0	0	0
	lecanoraceae	lecidea	ATROperlatolica	yes	0	0	132	95	330	0	287	0	85	0	171
98.701	lecanoraceae	lecidea	ATROperlatolica	yes	0	0	117	95	0	0	46	0	85	0	90
96.753	lecanoraceae	lecidea	ATROperlatolica	yes	0	0	0	0	0	0	0	0	0	0	72
97.419	lecanoraceae	lecidea	ATROperlatolica	yes	0	0	15	0	0	0	241	0	0	0	9
98.052	lecanoraceae	lecidea	ATROperlatolica	yes	0	0	0	0	292	0	0	0	0	0	0
98.052	lecanoraceae	lecidea	ATROperlatolica	yes	0	0	0	0	38	0	0	0	0	0	0
98.71	lecanoraceae	lecidea	ATROsyncarpa	yes	0	0	0	45	117	0	0	0	0	0	0
95.484	lecanoraceae	lecidea	cluster1070	no	15	0	0	0	0	0	0	0	0	0	0
97.419	lecanoraceae	lecidea	cluster1182	no	14	0	0	0	0	0	0	0	0	0	0
96.454	lecanoraceae	lecidea	LABORcluster545	no	0	0	0	47	0	0	0	0	0	0	0
100	lecanoraceae	lecidea	LABORur00135	yes	0	0	0	0	0	0	23	0	1	0	0
98.684	lecanoraceae	lecidea	LABORur00195b	yes	0	0	0	0	0	0	38	0	0	0	0
94.521	lecanoraceae	lecidea	spUSCRNA1	yes	0	1	0	0	0	0	0	14	0	0	0
	lecanoraceae	lecidea	tessellataAGG1	yes	295	2087	552	714	153	212	0	484	0	0	319
99.346	lecanoraceae	lecidea	tessellataAGG1	yes	295	1991	550	708	153	209	0	155	0	0	316
97.297	lecanoraceae	lecidea	tessellataAGG1	yes	0	0	2	6	0	3	0	0	0	0	3
98.026	lecanoraceae	lecidea	tessellataAGG1	yes	0	0	0	0	0	0	0	329	0	0	0
94.839	lecanoraceae	lecidea	tessellataAGG1	yes	0	96	0	0	0	0	0	0	0	0	0
	lecanoraceae	lecidea	tessellataAGG2	yes	0	1210	0	0	5	0	0	14	0	0	393
99.338	lecanoraceae	lecidea	tessellataAGG2	yes	0	0	0	0	5	0	0	0	0	0	393
96.689	lecanoraceae	lecidea	tessellataAGG2	yes	0	0	0	0	0	0	0	14	0	0	0
93.464	lecanoraceae	lecidea	tessellataAGG2	yes	0	1095	0	0	0	0	0	0	0	0	0
93.377	lecanoraceae	lecidea	tessellataAGG2	yes	0	115	0	0	0	0	0	0	0	0	0
93.548	lecanoraceae	lecidea	tessellataAGG3	yes	0	0	22	0	0	0	328	0	129	0	329
94.595	lecanoraceae	lecidea	tessellataAGG4	yes	0	0	0	461	0	0	0	0	0	0	0
96.732	lecanoraceae	lecidea	violascens	yes	0	19	0	0	0	0	0	2	0	0	0
94.245	lecanoraceae	lecidella	cluster1267	no	0	0	0	1	0	0	3	0	0	0	27
multi-identity	lecanoraceae	lecidella	cluster1760	no	0	0	2	0	0	0	4	0	0	0	17
	lecanoraceae	lecidella	stigmateaAGG	yes	73	387	46	381	162	305	289	31	9	7	958
97.26	lecanoraceae	lecidella	stigmateaAGG	yes	0	0	0	0	0	0	1	0	0	0	706
95.89	lecanoraceae	lecidella	stigmateaAGG	yes	0	0	7	0	0	0	136	0	0	0	128
97.279	lecanoraceae	lecidella	stigmateaAGG	yes	0	0	0	0	0	0	113	0	0	0	94
